Gene,Non-unique Gene name,Annotation,SPARK_0516,SPARK_1059,SPARK_1507,SPARK_1852,SPARK_1954,SPARK_2540
iscU,iscU,Iron-sulfur cluster assembly scaffold protein IscU,JHOIBPIP_00767,HHCJKAOK_01294,BNPNPENK_01243,LNHDNJLJ_01300,KJPPOAMA_00742,KELBMKEO_00822
group_1118,,hypothetical protein,JHOIBPIP_03402,HHCJKAOK_03962,BNPNPENK_04014,LNHDNJLJ_04043,KJPPOAMA_03428,KELBMKEO_03569
cheY,cheY,Chemotaxis protein CheY,JHOIBPIP_02638,HHCJKAOK_03155,BNPNPENK_03197,LNHDNJLJ_03241,KJPPOAMA_02592,KELBMKEO_02789
gcvH,gcvH,Glycine cleavage system H protein,JHOIBPIP_00349,HHCJKAOK_00801,BNPNPENK_00822,LNHDNJLJ_00825,KJPPOAMA_00330,KELBMKEO_00363
rpsH,rpsH,30S ribosomal protein S8,JHOIBPIP_04739,HHCJKAOK_00413,BNPNPENK_00429,LNHDNJLJ_00430,KJPPOAMA_04740,KELBMKEO_04899
yabJ_2,yabJ_2,2-iminobutanoate/2-iminopropanoate deaminase,JHOIBPIP_03662,HHCJKAOK_04219,BNPNPENK_04275,LNHDNJLJ_04304,KJPPOAMA_03684,KELBMKEO_03826
ychQ,ychQ,Protein YchQ,JHOIBPIP_02345,HHCJKAOK_02929,BNPNPENK_02836,LNHDNJLJ_03015,KJPPOAMA_02370,KELBMKEO_02567
group_1111,,hypothetical protein,JHOIBPIP_01854,HHCJKAOK_02412,BNPNPENK_02363,LNHDNJLJ_02532,KJPPOAMA_01839,KELBMKEO_02042
yqjF,yqjF,Inner membrane protein YqjF,JHOIBPIP_00136,HHCJKAOK_00585,BNPNPENK_00602,LNHDNJLJ_00604,KJPPOAMA_00101,KELBMKEO_00141
rpsI,rpsI,30S ribosomal protein S9,JHOIBPIP_00039,HHCJKAOK_00491,BNPNPENK_00507,LNHDNJLJ_00509,KJPPOAMA_00007,KELBMKEO_00047
frdC,frdC,Fumarate reductase subunit C,JHOIBPIP_03918,HHCJKAOK_04462,BNPNPENK_04516,LNHDNJLJ_04559,KJPPOAMA_03920,KELBMKEO_04082
rpsF,rpsF,30S ribosomal protein S6,JHOIBPIP_03875,HHCJKAOK_04419,BNPNPENK_04473,LNHDNJLJ_04516,KJPPOAMA_03877,KELBMKEO_04039
group_1102,,hypothetical protein,JHOIBPIP_02465,HHCJKAOK_03049,BNPNPENK_03014,LNHDNJLJ_03135,KJPPOAMA_02490,KELBMKEO_02691
yecN,yecN,Inner membrane protein YecN,JHOIBPIP_01289,HHCJKAOK_01768,BNPNPENK_01775,LNHDNJLJ_01831,KJPPOAMA_01213,KELBMKEO_01383
group_1100,,hypothetical protein,JHOIBPIP_00495,HHCJKAOK_01008,BNPNPENK_00966,LNHDNJLJ_00976,KJPPOAMA_00474,KELBMKEO_00509
ygiW_1,ygiW_1,Protein YgiW,JHOIBPIP_00228,HHCJKAOK_00678,BNPNPENK_00696,LNHDNJLJ_00705,KJPPOAMA_00200,KELBMKEO_00240
group_1095,,putative acyl-CoA thioester hydrolase,JHOIBPIP_01481,HHCJKAOK_01970,BNPNPENK_01950,LNHDNJLJ_02038,KJPPOAMA_01412,KELBMKEO_01648
yqjE,yqjE,Inner membrane protein YqjE,JHOIBPIP_00139,HHCJKAOK_00588,BNPNPENK_00605,LNHDNJLJ_00607,KJPPOAMA_00104,KELBMKEO_00144
yhcB,yhcB,Inner membrane protein YhcB,JHOIBPIP_00036,HHCJKAOK_00488,BNPNPENK_00504,LNHDNJLJ_00506,KJPPOAMA_00004,KELBMKEO_00044
fadM,fadM,Long-chain acyl-CoA thioesterase FadM,JHOIBPIP_03182,HHCJKAOK_03716,BNPNPENK_03775,LNHDNJLJ_03816,KJPPOAMA_03216,KELBMKEO_03355
rbfA,rbfA,30S ribosome-binding factor,JHOIBPIP_00090,HHCJKAOK_00542,BNPNPENK_00558,LNHDNJLJ_00560,KJPPOAMA_00058,KELBMKEO_00098
yhfA,yhfA,Protein YhfA,JHOIBPIP_04698,HHCJKAOK_00375,BNPNPENK_00388,LNHDNJLJ_00392,KJPPOAMA_04702,KELBMKEO_04861
sdhC,sdhC,Succinate dehydrogenase cytochrome b556 subunit,JHOIBPIP_02918,HHCJKAOK_03451,BNPNPENK_03503,LNHDNJLJ_03551,KJPPOAMA_02885,KELBMKEO_03082
ybgC,ybgC,Acyl-CoA thioester hydrolase YbgC,JHOIBPIP_02905,HHCJKAOK_03438,BNPNPENK_03491,LNHDNJLJ_03538,KJPPOAMA_02872,KELBMKEO_03069
flgC,flgC,Flagellar basal-body rod protein FlgC,JHOIBPIP_02629,HHCJKAOK_03146,BNPNPENK_03188,LNHDNJLJ_03232,KJPPOAMA_02583,KELBMKEO_02780
rcsF,rcsF,Outer membrane lipoprotein RcsF,JHOIBPIP_03393,HHCJKAOK_03953,BNPNPENK_04005,LNHDNJLJ_04034,KJPPOAMA_03419,KELBMKEO_03560
fliT,fliT,Flagellar protein FliT,JHOIBPIP_02513,HHCJKAOK_03104,BNPNPENK_03071,LNHDNJLJ_03188,KJPPOAMA_02538,KELBMKEO_02734
hns_2,hns_2,DNA-binding protein H-NS,JHOIBPIP_02314,HHCJKAOK_02898,BNPNPENK_02805,LNHDNJLJ_02984,KJPPOAMA_02339,KELBMKEO_02536
gloA,gloA,Lactoylglutathione lyase,JHOIBPIP_02114,HHCJKAOK_02699,BNPNPENK_02621,LNHDNJLJ_02799,KJPPOAMA_02137,KELBMKEO_02349
mscL,mscL,Large-conductance mechanosensitive channel,JHOIBPIP_04754,HHCJKAOK_00428,BNPNPENK_00444,LNHDNJLJ_00445,KJPPOAMA_04755,KELBMKEO_04914
rplP,rplP,50S ribosomal protein L16,JHOIBPIP_04732,HHCJKAOK_00406,BNPNPENK_00422,LNHDNJLJ_00423,KJPPOAMA_04733,KELBMKEO_04892
psiE,psiE,Protein PsiE,JHOIBPIP_04039,HHCJKAOK_04580,BNPNPENK_04636,LNHDNJLJ_04677,KJPPOAMA_04042,KELBMKEO_04203
rnk,rnk,Regulator of nucleoside diphosphate kinase,JHOIBPIP_02997,HHCJKAOK_03530,BNPNPENK_03584,LNHDNJLJ_03630,KJPPOAMA_02964,KELBMKEO_03161
ybhQ,ybhQ,Inner membrane protein YbhQ,JHOIBPIP_02834,HHCJKAOK_03370,BNPNPENK_03420,LNHDNJLJ_03465,KJPPOAMA_02801,KELBMKEO_03001
fliS,fliS,Flagellar secretion chaperone FliS,JHOIBPIP_02512,HHCJKAOK_03103,BNPNPENK_03070,LNHDNJLJ_03187,KJPPOAMA_02537,KELBMKEO_02733
group_1082,,hypothetical protein,JHOIBPIP_01414,HHCJKAOK_01903,BNPNPENK_01883,LNHDNJLJ_01967,KJPPOAMA_01345,KELBMKEO_01538
group_1081,,hypothetical protein,JHOIBPIP_00588,HHCJKAOK_01084,BNPNPENK_01062,LNHDNJLJ_01067,KJPPOAMA_00557,KELBMKEO_00595
ygfX,ygfX,Inner membrane protein YgfX,JHOIBPIP_00362,HHCJKAOK_00814,BNPNPENK_00835,LNHDNJLJ_00839,KJPPOAMA_00343,KELBMKEO_00376
ibpA,ibpA,Small heat shock protein IbpA,JHOIBPIP_04341,HHCJKAOK_00015,BNPNPENK_00015,LNHDNJLJ_00016,KJPPOAMA_04345,KELBMKEO_04497
arfB,arfB,Peptidyl-tRNA hydrolase ArfB,JHOIBPIP_03397,HHCJKAOK_03957,BNPNPENK_04009,LNHDNJLJ_04038,KJPPOAMA_03423,KELBMKEO_03564
group_1079,,hypothetical protein,JHOIBPIP_03347,HHCJKAOK_03908,BNPNPENK_03959,LNHDNJLJ_03982,KJPPOAMA_03373,KELBMKEO_03515
flgB,flgB,Flagellar basal body rod protein FlgB,JHOIBPIP_02630,HHCJKAOK_03147,BNPNPENK_03189,LNHDNJLJ_03233,KJPPOAMA_02584,KELBMKEO_02781
msrB,msrB,Peptide methionine sulfoxide reductase MsrB,JHOIBPIP_01437,HHCJKAOK_01927,BNPNPENK_01907,LNHDNJLJ_01992,KJPPOAMA_01368,KELBMKEO_01605
group_1075,,hypothetical protein,JHOIBPIP_04016,HHCJKAOK_04557,BNPNPENK_04612,LNHDNJLJ_04653,KJPPOAMA_04019,KELBMKEO_04180
fliN,fliN,Flagellar motor switch protein FliN,JHOIBPIP_02600,HHCJKAOK_03117,BNPNPENK_03160,LNHDNJLJ_03204,KJPPOAMA_02553,KELBMKEO_02747
sufE,sufE,Cysteine desulfuration protein SufE,JHOIBPIP_02251,HHCJKAOK_02831,BNPNPENK_02753,LNHDNJLJ_02929,KJPPOAMA_02272,KELBMKEO_02476
yqgF,yqgF,Putative pre-16S rRNA nuclease,JHOIBPIP_00303,HHCJKAOK_00751,BNPNPENK_00771,LNHDNJLJ_00773,KJPPOAMA_00279,KELBMKEO_00313
atpC,atpC,ATP synthase epsilon chain,JHOIBPIP_04306,HHCJKAOK_04841,BNPNPENK_04912,LNHDNJLJ_04947,KJPPOAMA_04310,KELBMKEO_04462
rbsD,rbsD,D-ribose pyranase,JHOIBPIP_04289,HHCJKAOK_04824,BNPNPENK_04895,LNHDNJLJ_04930,KJPPOAMA_04293,KELBMKEO_04445
fdhF_4,fdhF_4,Formate dehydrogenase H,JHOIBPIP_03986,HHCJKAOK_04528,BNPNPENK_04581,LNHDNJLJ_04624,KJPPOAMA_03986,KELBMKEO_04147
nusB,nusB,Transcription antitermination protein NusB,JHOIBPIP_03230,HHCJKAOK_03764,BNPNPENK_03823,LNHDNJLJ_03863,KJPPOAMA_03263,KELBMKEO_03402
fdhF_1,fdhF_1,Formate dehydrogenase H,JHOIBPIP_02155,HHCJKAOK_02741,BNPNPENK_02664,LNHDNJLJ_02841,KJPPOAMA_02178,KELBMKEO_02390
umuD,umuD,Protein UmuD,JHOIBPIP_01404,HHCJKAOK_01888,BNPNPENK_01875,LNHDNJLJ_01959,KJPPOAMA_01332,KELBMKEO_01523
group_1069,,hypothetical protein,JHOIBPIP_04592,HHCJKAOK_00266,BNPNPENK_00275,LNHDNJLJ_00279,KJPPOAMA_04596,KELBMKEO_04755
paaI,paaI,Acyl-coenzyme A thioesterase PaaI,JHOIBPIP_01619,HHCJKAOK_02161,BNPNPENK_02114,LNHDNJLJ_02279,KJPPOAMA_01603,KELBMKEO_01788
hslJ,hslJ,Heat shock protein HslJ,JHOIBPIP_01600,HHCJKAOK_02142,BNPNPENK_02095,LNHDNJLJ_02259,KJPPOAMA_01583,KELBMKEO_01769
group_1067,,hypothetical protein,JHOIBPIP_00256,HHCJKAOK_00703,BNPNPENK_00722,LNHDNJLJ_00731,KJPPOAMA_00225,KELBMKEO_00266
group_1066,,hypothetical protein,JHOIBPIP_00220,HHCJKAOK_00670,BNPNPENK_00688,LNHDNJLJ_00697,KJPPOAMA_00192,KELBMKEO_00232
zntR,zntR,HTH-type transcriptional regulator ZntR,JHOIBPIP_04752,HHCJKAOK_00426,BNPNPENK_00442,LNHDNJLJ_00443,KJPPOAMA_04753,KELBMKEO_04912
group_1061,,hypothetical protein,JHOIBPIP_03084,HHCJKAOK_03619,BNPNPENK_03671,LNHDNJLJ_03715,KJPPOAMA_03055,KELBMKEO_03249
ypeA,ypeA,Acetyltransferase YpeA,JHOIBPIP_00834,HHCJKAOK_01359,BNPNPENK_01309,LNHDNJLJ_01368,KJPPOAMA_00809,KELBMKEO_00889
trxC,trxC,Thioredoxin 2,JHOIBPIP_00728,HHCJKAOK_01253,BNPNPENK_01202,LNHDNJLJ_01259,KJPPOAMA_00703,KELBMKEO_00781
exbD,exbD,Biopolymer transport protein ExbD,JHOIBPIP_00243,HHCJKAOK_00690,BNPNPENK_00710,LNHDNJLJ_00719,KJPPOAMA_00212,KELBMKEO_00253
group_1053,,hypothetical protein,JHOIBPIP_04427,HHCJKAOK_00105,BNPNPENK_00099,LNHDNJLJ_00100,KJPPOAMA_04433,KELBMKEO_04591
ibpB,ibpB,Small heat shock protein IbpB,JHOIBPIP_04342,HHCJKAOK_00016,BNPNPENK_00016,LNHDNJLJ_00017,KJPPOAMA_04346,KELBMKEO_04498
rplK,rplK,50S ribosomal protein L11,JHOIBPIP_04095,HHCJKAOK_04632,BNPNPENK_04691,LNHDNJLJ_04732,KJPPOAMA_04100,KELBMKEO_04255
group_1052,,hypothetical protein,JHOIBPIP_03716,HHCJKAOK_04273,BNPNPENK_04323,LNHDNJLJ_04352,KJPPOAMA_03730,KELBMKEO_03874
uspG_2,uspG_2,Universal stress protein UP12,JHOIBPIP_02998,HHCJKAOK_03531,BNPNPENK_03585,LNHDNJLJ_03631,KJPPOAMA_02965,KELBMKEO_03162
tolR,tolR,Tol-Pal system protein TolR,JHOIBPIP_02903,HHCJKAOK_03436,BNPNPENK_03489,LNHDNJLJ_03536,KJPPOAMA_02870,KELBMKEO_03067
yqaA,yqaA,Inner membrane protein YqaA,JHOIBPIP_00623,HHCJKAOK_01118,BNPNPENK_01097,LNHDNJLJ_01102,KJPPOAMA_00591,KELBMKEO_00629
rplM,rplM,50S ribosomal protein L13,JHOIBPIP_00038,HHCJKAOK_00490,BNPNPENK_00506,LNHDNJLJ_00508,KJPPOAMA_00006,KELBMKEO_00046
yibN,yibN,putative protein YibN,JHOIBPIP_04468,HHCJKAOK_00146,BNPNPENK_00140,LNHDNJLJ_00141,KJPPOAMA_04474,KELBMKEO_04632
group_1049,,hypothetical protein,JHOIBPIP_03479,HHCJKAOK_04041,BNPNPENK_04092,LNHDNJLJ_04121,KJPPOAMA_03506,KELBMKEO_03647
osmC,osmC,Peroxiredoxin OsmC,JHOIBPIP_01771,HHCJKAOK_02327,BNPNPENK_02282,LNHDNJLJ_02447,KJPPOAMA_01751,KELBMKEO_01952
slyA_1,slyA_1,Transcriptional regulator SlyA,JHOIBPIP_01631,HHCJKAOK_02173,BNPNPENK_02142,LNHDNJLJ_02306,KJPPOAMA_01615,KELBMKEO_01800
group_1046,,hypothetical protein,JHOIBPIP_01077,HHCJKAOK_01564,BNPNPENK_01561,LNHDNJLJ_01620,KJPPOAMA_01009,KELBMKEO_01156
ndk,ndk,Nucleoside diphosphate kinase,JHOIBPIP_00778,HHCJKAOK_01305,BNPNPENK_01254,LNHDNJLJ_01313,KJPPOAMA_00753,KELBMKEO_00833
rplO,rplO,50S ribosomal protein L15,JHOIBPIP_04744,HHCJKAOK_00418,BNPNPENK_00434,LNHDNJLJ_00435,KJPPOAMA_04745,KELBMKEO_04904
nsrR,nsrR,HTH-type transcriptional repressor NsrR,JHOIBPIP_03893,HHCJKAOK_04437,BNPNPENK_04491,LNHDNJLJ_04534,KJPPOAMA_03895,KELBMKEO_04057
infC,infC,Translation initiation factor IF-3,JHOIBPIP_02284,HHCJKAOK_02863,BNPNPENK_02786,LNHDNJLJ_02965,KJPPOAMA_02304,KELBMKEO_02509
slyA_2,slyA_2,Transcriptional regulator SlyA,JHOIBPIP_02105,HHCJKAOK_02690,BNPNPENK_02612,LNHDNJLJ_02790,KJPPOAMA_02128,KELBMKEO_02340
marR,marR,Multiple antibiotic resistance protein MarR,JHOIBPIP_01973,HHCJKAOK_02558,BNPNPENK_02478,LNHDNJLJ_02658,KJPPOAMA_01988,KELBMKEO_02208
uspF,uspF,Universal stress protein F,JHOIBPIP_01596,HHCJKAOK_02138,BNPNPENK_02091,LNHDNJLJ_02255,KJPPOAMA_01579,KELBMKEO_01765
uspA,uspA,Universal stress protein A,JHOIBPIP_04562,HHCJKAOK_00237,BNPNPENK_00246,LNHDNJLJ_00250,KJPPOAMA_04566,KELBMKEO_04726
dtd,dtd,D-aminoacyl-tRNA deacylase,JHOIBPIP_04171,HHCJKAOK_04708,BNPNPENK_04775,LNHDNJLJ_04813,KJPPOAMA_04176,KELBMKEO_04331
pasT,pasT,Persistence and stress-resistance toxin PasT,JHOIBPIP_00692,HHCJKAOK_01214,BNPNPENK_01165,LNHDNJLJ_01222,KJPPOAMA_00667,KELBMKEO_00742
farR,farR,HTH-type transcriptional regulator FarR,JHOIBPIP_03674,HHCJKAOK_04231,BNPNPENK_04287,LNHDNJLJ_04316,KJPPOAMA_03696,KELBMKEO_03830
group_1035,,hypothetical protein,JHOIBPIP_03452,HHCJKAOK_04013,BNPNPENK_04064,LNHDNJLJ_04094,KJPPOAMA_03478,KELBMKEO_03619
ydgK,ydgK,Inner membrane protein YdgK,JHOIBPIP_02088,HHCJKAOK_02673,BNPNPENK_02594,LNHDNJLJ_02773,KJPPOAMA_02110,KELBMKEO_02323
nudB,nudB,Dihydroneopterin triphosphate diphosphatase,JHOIBPIP_01293,HHCJKAOK_01772,BNPNPENK_01779,LNHDNJLJ_01835,KJPPOAMA_01217,KELBMKEO_01403
group_1031,,putative protein,JHOIBPIP_00505,HHCJKAOK_01018,BNPNPENK_00976,LNHDNJLJ_00986,KJPPOAMA_00484,KELBMKEO_00519
rimI,rimI,[Ribosomal protein S18]-alanine N-acetyltransferase,JHOIBPIP_03635,HHCJKAOK_04192,BNPNPENK_04248,LNHDNJLJ_04277,KJPPOAMA_03657,KELBMKEO_03798
yccF,yccF,Inner membrane protein YccF,JHOIBPIP_02669,HHCJKAOK_03206,BNPNPENK_03247,LNHDNJLJ_03275,KJPPOAMA_02632,KELBMKEO_02830
fliJ,fliJ,Flagellar FliJ protein,JHOIBPIP_02596,HHCJKAOK_03113,BNPNPENK_03156,LNHDNJLJ_03200,KJPPOAMA_02549,KELBMKEO_02743
group_1029,,hypothetical protein,JHOIBPIP_01915,HHCJKAOK_02498,BNPNPENK_02423,LNHDNJLJ_02603,KJPPOAMA_01928,KELBMKEO_02148
group_1028,,hypothetical protein,JHOIBPIP_01428,HHCJKAOK_01917,BNPNPENK_01898,LNHDNJLJ_01983,KJPPOAMA_01359,KELBMKEO_01595
group_1027,,hypothetical protein,JHOIBPIP_01362,HHCJKAOK_01841,BNPNPENK_01844,LNHDNJLJ_01904,KJPPOAMA_01286,KELBMKEO_01472
ndhC,ndhC,NAD(P)H-quinone oxidoreductase subunit 3,JHOIBPIP_00976,HHCJKAOK_01461,BNPNPENK_01461,LNHDNJLJ_01520,KJPPOAMA_00909,KELBMKEO_01053
rplI,rplI,50S ribosomal protein L9,JHOIBPIP_03872,HHCJKAOK_04416,BNPNPENK_04470,LNHDNJLJ_04513,KJPPOAMA_03874,KELBMKEO_04036
fkpB,fkpB,FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase,JHOIBPIP_03574,HHCJKAOK_04134,BNPNPENK_04186,LNHDNJLJ_04215,KJPPOAMA_03599,KELBMKEO_03740
nrdR,nrdR,Transcriptional repressor NrdR,JHOIBPIP_03233,HHCJKAOK_03767,BNPNPENK_03826,LNHDNJLJ_03866,KJPPOAMA_03266,KELBMKEO_03405
ivy,ivy,Inhibitor of vertebrate lysozyme,JHOIBPIP_01856,HHCJKAOK_02414,BNPNPENK_02365,LNHDNJLJ_02534,KJPPOAMA_01841,KELBMKEO_02044
alaE,alaE,L-alanine exporter AlaE,JHOIBPIP_00642,HHCJKAOK_01137,BNPNPENK_01116,LNHDNJLJ_01121,KJPPOAMA_00610,KELBMKEO_00648
hycA,hycA,Formate hydrogenlyase regulatory protein HycA,JHOIBPIP_00581,HHCJKAOK_01077,BNPNPENK_01055,LNHDNJLJ_01060,KJPPOAMA_00550,KELBMKEO_00588
kbp,kbp,Potassium binding protein Kbp,JHOIBPIP_00262,HHCJKAOK_00709,BNPNPENK_00728,LNHDNJLJ_00737,KJPPOAMA_00231,KELBMKEO_00272
ebgC,ebgC,Evolved beta-galactosidase subunit beta,JHOIBPIP_00166,HHCJKAOK_00615,BNPNPENK_00633,LNHDNJLJ_00635,KJPPOAMA_00131,KELBMKEO_00171
phnG,phnG,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG,JHOIBPIP_03971,HHCJKAOK_04513,BNPNPENK_04566,LNHDNJLJ_04609,KJPPOAMA_03971,KELBMKEO_04132
tabA_2,tabA_2,Toxin-antitoxin biofilm protein TabA,JHOIBPIP_03818,HHCJKAOK_04359,BNPNPENK_04414,LNHDNJLJ_04453,KJPPOAMA_03820,KELBMKEO_03979
fur,fur,Ferric uptake regulation protein,JHOIBPIP_02941,HHCJKAOK_03474,BNPNPENK_03526,LNHDNJLJ_03574,KJPPOAMA_02908,KELBMKEO_03105
moaE,moaE,Molybdopterin synthase catalytic subunit,JHOIBPIP_02839,HHCJKAOK_03375,BNPNPENK_03425,LNHDNJLJ_03470,KJPPOAMA_02806,KELBMKEO_03006
matP,matP,Macrodomain Ter protein,JHOIBPIP_02674,HHCJKAOK_03211,BNPNPENK_03252,LNHDNJLJ_03280,KJPPOAMA_02637,KELBMKEO_02835
aroQ,aroQ,3-dehydroquinate dehydratase,JHOIBPIP_00012,HHCJKAOK_00456,BNPNPENK_00472,LNHDNJLJ_00474,KJPPOAMA_04798,KELBMKEO_00012
dksA,dksA,RNA polymerase-binding transcription factor DksA,JHOIBPIP_03444,HHCJKAOK_04005,BNPNPENK_04056,LNHDNJLJ_04086,KJPPOAMA_03470,KELBMKEO_03611
fabZ,fabZ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,JHOIBPIP_03410,HHCJKAOK_03970,BNPNPENK_04022,LNHDNJLJ_04051,KJPPOAMA_03436,KELBMKEO_03577
group_1016,,hypothetical protein,JHOIBPIP_00969,HHCJKAOK_01454,BNPNPENK_01454,LNHDNJLJ_01513,KJPPOAMA_00902,KELBMKEO_01046
dut,dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,JHOIBPIP_04442,HHCJKAOK_00119,BNPNPENK_00113,LNHDNJLJ_00114,KJPPOAMA_04448,KELBMKEO_04605
asnC,asnC,Regulatory protein AsnC,JHOIBPIP_04294,HHCJKAOK_04829,BNPNPENK_04900,LNHDNJLJ_04935,KJPPOAMA_04298,KELBMKEO_04450
soxR,soxR,Redox-sensitive transcriptional activator SoxR,JHOIBPIP_04005,HHCJKAOK_04546,BNPNPENK_04601,LNHDNJLJ_04642,KJPPOAMA_04004,KELBMKEO_04165
group_1010,,hypothetical protein,JHOIBPIP_03645,HHCJKAOK_04202,BNPNPENK_04258,LNHDNJLJ_04287,KJPPOAMA_03667,KELBMKEO_03808
mraZ,mraZ,Transcriptional regulator MraZ,JHOIBPIP_03504,HHCJKAOK_04066,BNPNPENK_04117,LNHDNJLJ_04147,KJPPOAMA_03531,KELBMKEO_03672
gpt,gpt,Xanthine phosphoribosyltransferase,JHOIBPIP_03352,HHCJKAOK_03913,BNPNPENK_03965,LNHDNJLJ_03988,KJPPOAMA_03378,KELBMKEO_03520
group_1009,,hypothetical protein,JHOIBPIP_03263,HHCJKAOK_03797,BNPNPENK_03856,LNHDNJLJ_03896,KJPPOAMA_03296,KELBMKEO_03435
decR_2,decR_2,DNA-binding transcriptional activator DecR,JHOIBPIP_03177,HHCJKAOK_03711,BNPNPENK_03770,LNHDNJLJ_03811,KJPPOAMA_03211,KELBMKEO_03350
mgsA,mgsA,Methylglyoxal synthase,JHOIBPIP_02667,HHCJKAOK_03204,BNPNPENK_03245,LNHDNJLJ_03273,KJPPOAMA_02630,KELBMKEO_02828
nudJ,nudJ,Phosphatase NudJ,JHOIBPIP_02374,HHCJKAOK_02958,BNPNPENK_02913,LNHDNJLJ_03043,KJPPOAMA_02399,KELBMKEO_02596
ndhS,ndhS,Nicotinate dehydrogenase small FeS subunit,JHOIBPIP_02157,HHCJKAOK_02743,BNPNPENK_02666,LNHDNJLJ_02843,KJPPOAMA_02180,KELBMKEO_02392
group_1008,,hypothetical protein,JHOIBPIP_01341,HHCJKAOK_01820,BNPNPENK_01823,LNHDNJLJ_01883,KJPPOAMA_01265,KELBMKEO_01451
sprT,sprT,Protein SprT,JHOIBPIP_00308,HHCJKAOK_00756,BNPNPENK_00776,LNHDNJLJ_00778,KJPPOAMA_00284,KELBMKEO_00318
tsaE,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,JHOIBPIP_03903,HHCJKAOK_04447,BNPNPENK_04501,LNHDNJLJ_04544,KJPPOAMA_03905,KELBMKEO_04067
pyrI,pyrI,Aspartate carbamoyltransferase regulatory chain,JHOIBPIP_03820,HHCJKAOK_04361,BNPNPENK_04416,LNHDNJLJ_04455,KJPPOAMA_03822,KELBMKEO_03981
elaA,elaA,Protein ElaA,JHOIBPIP_00990,HHCJKAOK_01475,BNPNPENK_01475,LNHDNJLJ_01534,KJPPOAMA_00923,KELBMKEO_01067
accB,accB,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,JHOIBPIP_00011,HHCJKAOK_00455,BNPNPENK_00471,LNHDNJLJ_00473,KJPPOAMA_04799,KELBMKEO_00011
group_999,,hypothetical protein,JHOIBPIP_04364,HHCJKAOK_00038,BNPNPENK_00035,LNHDNJLJ_00037,KJPPOAMA_04368,KELBMKEO_04522
group_998,,hypothetical protein,JHOIBPIP_04221,HHCJKAOK_04758,BNPNPENK_04829,LNHDNJLJ_04864,KJPPOAMA_04226,KELBMKEO_04381
slyA_3,slyA_3,Transcriptional regulator SlyA,JHOIBPIP_03707,HHCJKAOK_04264,BNPNPENK_04312,LNHDNJLJ_04341,KJPPOAMA_03723,KELBMKEO_03867
mepS_2,mepS_2,Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase,JHOIBPIP_02270,HHCJKAOK_02849,BNPNPENK_02772,LNHDNJLJ_02951,KJPPOAMA_02290,KELBMKEO_02495
yehR,yehR,putative lipoprotein YehR,JHOIBPIP_01105,HHCJKAOK_01592,BNPNPENK_01589,LNHDNJLJ_01654,KJPPOAMA_01037,KELBMKEO_01184
secB,secB,Protein-export protein SecB,JHOIBPIP_04470,HHCJKAOK_00148,BNPNPENK_00142,LNHDNJLJ_00143,KJPPOAMA_04476,KELBMKEO_04634
ulaC,ulaC,Ascorbate-specific PTS system EIIA component,JHOIBPIP_03881,HHCJKAOK_04425,BNPNPENK_04479,LNHDNJLJ_04522,KJPPOAMA_03883,KELBMKEO_04045
rnhA,rnhA,Ribonuclease HI,JHOIBPIP_03374,HHCJKAOK_03934,BNPNPENK_03986,LNHDNJLJ_04015,KJPPOAMA_03400,KELBMKEO_03541
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,JHOIBPIP_02981,HHCJKAOK_03514,BNPNPENK_03568,LNHDNJLJ_03614,KJPPOAMA_02948,KELBMKEO_03145
mntR,mntR,Transcriptional regulator MntR,JHOIBPIP_02811,HHCJKAOK_03347,BNPNPENK_03397,LNHDNJLJ_03442,KJPPOAMA_02778,KELBMKEO_02978
slyB,slyB,Outer membrane lipoprotein SlyB,JHOIBPIP_02103,HHCJKAOK_02688,BNPNPENK_02610,LNHDNJLJ_02788,KJPPOAMA_02126,KELBMKEO_02338
group_989,,hypothetical protein,JHOIBPIP_01104,HHCJKAOK_01591,BNPNPENK_01588,LNHDNJLJ_01653,KJPPOAMA_01036,KELBMKEO_01183
yphA,yphA,Inner membrane protein YphA,JHOIBPIP_00758,HHCJKAOK_01285,BNPNPENK_01234,LNHDNJLJ_01291,KJPPOAMA_00733,KELBMKEO_00813
group_987,,hypothetical protein,JHOIBPIP_00674,HHCJKAOK_01168,BNPNPENK_01154,LNHDNJLJ_01152,KJPPOAMA_00642,KELBMKEO_00679
rpsG,rpsG,30S ribosomal protein S7,JHOIBPIP_04718,HHCJKAOK_00392,BNPNPENK_00408,LNHDNJLJ_00409,KJPPOAMA_04719,KELBMKEO_04878
group_983,,hypothetical protein,JHOIBPIP_04381,HHCJKAOK_00057,BNPNPENK_00055,LNHDNJLJ_00058,KJPPOAMA_04387,KELBMKEO_04543
atpF,atpF,ATP synthase subunit b,JHOIBPIP_04301,HHCJKAOK_04836,BNPNPENK_04907,LNHDNJLJ_04942,KJPPOAMA_04305,KELBMKEO_04457
